name,address,phone,kakao_url,latitude,longitude,middle_name,category_num
커피베이 인천간석점,인천 남동구 풀무로 11,032-434-9624,http://place.map.kakao.com/21215423,37.46941983548849,126.7093608715564,간석오거리,1
커피에반하다 인천골든호텔점,인천 남동구 석촌로 57,,http://place.map.kakao.com/77295143,37.4656429220399,126.708674660768,간석오거리,1
채연아노래카페,인천 남동구 백범로360번길 8,,http://place.map.kakao.com/698261998,37.4660274244741,126.71115096281,간석오거리,1
타임다방,인천 남동구 경인로644번길 55,,http://place.map.kakao.com/21376093,37.4663950655532,126.711163112994,간석오거리,1
카페샵,인천 남동구 예술로362번길 47,010-3825-6850,http://place.map.kakao.com/380090070,37.4666013650079,126.705673149901,간석오거리,1
미나다방,인천 부평구 백범로422번길 62,,http://place.map.kakao.com/874995810,37.4705358409514,126.705221370758,간석오거리,1
카페마노아,인천 남동구 경인로644번길 5,,http://place.map.kakao.com/1363284839,37.467516744678,126.708563392451,간석오거리,1
공감,인천 남동구 백범로 374,070-4195-8282,http://place.map.kakao.com/1042621437,37.4665754906354,126.709783344578,간석오거리,1
발도스커피 간석점,인천 남동구 남동대로 899,,http://place.map.kakao.com/801788423,37.4626570135853,126.707958313676,간석오거리,1
별다방,인천 부평구 경인로 669,,http://place.map.kakao.com/21377061,37.4696050191396,126.707727807429,간석오거리,1
오가커피,인천 남동구 남동대로916번길 3,,http://place.map.kakao.com/681133005,37.4644231388621,126.708383240348,간석오거리,1
윤다방,인천 부평구 백범로422번길 33,,http://place.map.kakao.com/21363559,37.4692550509352,126.704677011725,간석오거리,1
파파독,인천 남동구 남동대로 906,010-2270-4433,http://place.map.kakao.com/1035759165,37.4632809470125,126.708499580029,간석오거리,1
바날,인천 남동구 풀무로 9-2,032-421-0714,http://place.map.kakao.com/2015565961,37.4694141319307,126.709239937472,간석오거리,1
남부다방,인천 부평구 동암남로 31,,http://place.map.kakao.com/18778818,37.4707497688011,126.707189777179,간석오거리,1
안녕의케이크작업실,인천 남동구 경인로667번길 33-2,,http://place.map.kakao.com/1175613542,37.4694127074163,126.705752562131,간석오거리,1
카페빠시온,인천 남동구 경인로 637-1,,http://place.map.kakao.com/125891543,37.4668381766673,126.707425460434,간석오거리,1
킘쓰카페,인천 남동구 예술로362번길 27,,http://place.map.kakao.com/1120274835,37.4665694860078,126.704452455278,간석오거리,1
샛별다방,인천 남동구 경인로 590,,http://place.map.kakao.com/27022555,37.4643002725111,126.703543540112,간석오거리,1
은다방,인천 부평구 동암남로20번길 1,,http://place.map.kakao.com/556734221,37.4705446208473,126.705852126482,간석오거리,1
수다방,인천 부평구 동암남로 34,,http://place.map.kakao.com/27420641,37.4704546108521,126.707340147525,간석오거리,1
카페아지트,인천 남동구 백범로360번길 15,,http://place.map.kakao.com/260885613,37.4665412678536,126.711260894298,간석오거리,1
애플다방,인천 남동구 남동대로915번길 28,,http://place.map.kakao.com/1771548174,37.4646797946698,126.706510367123,간석오거리,1
카페디,인천 남동구 남동대로 923,032-421-1585,http://place.map.kakao.com/24267831,37.4648154517592,126.707805231886,간석오거리,1
체리쉬카페,인천 남동구 간석로50번길 19,,http://place.map.kakao.com/333552762,37.4656492471528,126.712730421051,간석오거리,1
도깨비사주카페,인천 부평구 동암남로 16,032-4153-8797,http://place.map.kakao.com/725110099,37.4706549927073,126.705309077957,간석오거리,1
현다방,인천 부평구 동암남로 25,,http://place.map.kakao.com/1256682339,37.470760683249,126.706504680886,간석오거리,1
그레이드원커피 2호점,인천 남동구 백범로 381,070-4100-1475,http://place.map.kakao.com/2097819311,37.466481605102295,126.7082463807748,간석오거리,1
솔직단백,인천 남동구 경인로644번길 56,032-421-7790,http://place.map.kakao.com/1962470413,37.4662270097357,126.71097159434,간석오거리,1
하늘아씨당,인천 남동구 경인로 619,,http://place.map.kakao.com/218781124,37.4657269774757,126.706232722673,간석오거리,1
쉼터다방,인천 남동구 동암남로26번길 28,,http://place.map.kakao.com/10536181,37.469344715502,126.705947262656,간석오거리,1
바날,인천 남동구 풀무로 2,,http://place.map.kakao.com/1510544263,37.4692424679722,126.708317041983,간석오거리,1
에스파티,인천 남동구 백범로 380,032-435-0425,http://place.map.kakao.com/21323134,37.4668622096356,126.709131129831,간석오거리,1
언제나 달콤,인천 남동구 경인로644번길 36,070-7543-7035,http://place.map.kakao.com/809266812,37.46669328655861,126.71005418294527,간석오거리,1
금다방,인천 부평구 동암남로 24-1,,http://place.map.kakao.com/606430574,37.4705185470261,126.706236580977,간석오거리,1
체리쉬카페 3호점,인천 남동구 간석로41번길 2,032-433-2667,http://place.map.kakao.com/1807007974,37.4669606302157,126.712530975353,간석오거리,1
원다방,인천 부평구 경인로667번길 4,,http://place.map.kakao.com/27421479,37.4693993005177,126.707611043531,간석오거리,1
참새커피,인천 남동구 예술로226번길 4,032-882-7619,http://place.map.kakao.com/16802456,37.4540355540442,126.701943009012,인천시청,1
엘문도,인천 남동구 문화로 247,032-437-9168,http://place.map.kakao.com/164001500,37.4612658713133,126.700761397421,인천시청,1
달콤한게으름놀이터,인천 남동구 예술로226번길 4,032-428-0414,http://place.map.kakao.com/18274333,37.4541191412954,126.702218446368,인천시청,1
매머드커피 인천시청점,인천 남동구 구월남로 127,070-4009-8181,http://place.map.kakao.com/1895492821,37.453355215254625,126.7037042836725,인천시청,1
180도씨,인천 남동구 예술로226번길 4,010-9271-0403,http://place.map.kakao.com/978632261,37.4540936056521,126.702096485936,인천시청,1
할리스 인천시청점,인천 남동구 남동대로799번길 36,032-433-0704,http://place.map.kakao.com/1349244152,37.4543695938546,126.705804723625,인천시청,1
메가커피 인천시청역점,인천 남동구 구월로 80,032-433-6818,http://place.map.kakao.com/619946916,37.4568225340169,126.699514361865,인천시청,1
이디야커피 인천시청점,인천 남동구 구월로 123,032-422-8803,http://place.map.kakao.com/13062004,37.456924368087,126.704164905366,인천시청,1
시쿠은제마,인천 남동구 구월로115번길 66,0507-1428-5861,http://place.map.kakao.com/965042508,37.4598123514384,126.70318600309,인천시청,1
블럭팡팡,인천 남동구 구월로137번길 59,032-432-7333,http://place.map.kakao.com/278004472,37.459555667062965,126.70538767846179,인천시청,1
요거프레소 인천시청점,인천 남동구 정각로 8,032-433-7818,http://place.map.kakao.com/13138767,37.45497483773307,126.70282989018006,인천시청,1
카페정히,인천 남동구 석산로 131,032-433-1173,http://place.map.kakao.com/1915044182,37.4604493245514,126.706416133029,인천시청,1
날쌘카페 인천시청점,인천 남동구 예술로226번길 18,,http://place.map.kakao.com/1527097633,37.4540127051339,126.702887946414,인천시청,1
파르,인천 남동구 예술로268번길 41,010-6435-9827,http://place.map.kakao.com/1796368194,37.4582485971149,126.70478359426,인천시청,1
셀렉토커피 인천시청점,인천 남동구 예술로226번길 17,032-433-6383,http://place.map.kakao.com/295462068,37.4543761979121,126.70268307166,인천시청,1
더블프레쉬 본점,인천 남동구 예술로 230,032-212-5675,http://place.map.kakao.com/1785499273,37.454545891009,126.70208791081,인천시청,1
디자이너미미카페,인천 남동구 정각로 6,032-422-5255,http://place.map.kakao.com/1523837653,37.4549273602028,126.702581431122,인천시청,1
카페제이,인천 남동구 정각로 14,032-422-1136,http://place.map.kakao.com/1921446276,37.4547887583831,126.703359565226,인천시청,1
수커피,인천 남동구 석산로 103,,http://place.map.kakao.com/1056788244,37.4603016228865,126.703195372148,인천시청,1
풀잎다방,인천 남동구 석산로 110,,http://place.map.kakao.com/21376084,37.4601603200466,126.703975832117,인천시청,1
진다방,인천 남동구 석산로 107,,http://place.map.kakao.com/21376026,37.4603074609188,126.70372658735,인천시청,1
포포라노,인천 남동구 인주대로591번길 94,032-425-5070,http://place.map.kakao.com/1474582601,37.4542785989074,126.703284726238,인천시청,1
윤다방 인천본점,인천 남동구 석산로 115,,http://place.map.kakao.com/743591281,37.4604105460308,126.704594247791,인천시청,1
피트인커피,인천 남동구 정각로 2,070-4161-4389,http://place.map.kakao.com/1145477594,37.4549407287799,126.702165459651,인천시청,1
지나카롱,인천 남동구 경인로524번길 31,010-2128-1862,http://place.map.kakao.com/1140769554,37.459962698306484,126.69815788363552,인천시청,1
카페카리스,인천 남동구 예술로268번길 40,070-7571-9915,http://place.map.kakao.com/27310983,37.4580533708856,126.70454022547,인천시청,1
러셀,인천 남동구 구월로 119,,http://place.map.kakao.com/1256501651,37.4568785762509,126.703509545031,인천시청,1
커피에반하다 인천경인로점,인천 남동구 경인로524번길 21,032-442-0577,http://place.map.kakao.com/503248066,37.46040383296733,126.69801708412405,인천시청,1
해시블랙,인천 남동구 구월남로85번길 12-13,010-2336-0313,http://place.map.kakao.com/1074195204,37.4545169438924,126.699196956171,인천시청,1
스티브오커피,인천 남동구 미래로 45,070-4130-5260,http://place.map.kakao.com/22875873,37.4542431592075,126.704243278337,인천시청,1
커피공방느루,인천 남동구 석산로 120,070-7756-1564,http://place.map.kakao.com/1119294304,37.4602206971332,126.705060675316,인천시청,1
아이갓에브리씽 2호점,인천 남동구 정각로 29,,http://place.map.kakao.com/477022814,37.4558674909636,126.705249565787,인천시청,1
클랍클랍까페,인천 남동구 구월로 60,,http://place.map.kakao.com/1936174885,37.4570645341178,126.696899136351,인천시청,1
정히,인천 남동구 석산로 131,032-433-1173,http://place.map.kakao.com/968954607,37.4604943857987,126.706420478046,인천시청,1
포포랜드,인천 남동구 인주대로591번길 94,,http://place.map.kakao.com/843475360,37.4542776752057,126.70327568826,인천시청,1
포켓스토리,인천 남동구 구월로 75,,http://place.map.kakao.com/13722075,37.4572781788555,126.698702150646,인천시청,1
커피다올,,,http://place.map.kakao.com/564879043,37.4568241961838,126.699813869259,인천시청,1
좋은날디저트,,,http://place.map.kakao.com/567720541,37.4573548667531,126.698036125953,인천시청,1
아모하임,,,http://place.map.kakao.com/1627454708,37.4600783034349,126.697913276187,인천시청,1
나우커피 인천간석1동점,인천 남동구 구월로137번길 40,,http://place.map.kakao.com/2138579506,37.45875174116811,126.70565870652868,인천시청,1
카페리프,인천 남동구 인주대로604번길 63,,http://place.map.kakao.com/424890630,37.4468827364472,126.703856381907,예술회관,1
이그니토커피로스터스,인천 남동구 인주대로604번길 49-15,,http://place.map.kakao.com/1478867078,37.447640857041,126.704364200364,예술회관,1
마호가니 인천구월점,인천 남동구 예술로 138,032-425-8848,http://place.map.kakao.com/1238514947,37.4463246562743,126.701209665311,예술회관,1
스타벅스 인천예술회관역점,인천 남동구 예술로 174,1522-3232,http://place.map.kakao.com/24350795,37.4494965939482,126.701359788768,예술회관,1
둠이스케이프,인천 남동구 성말로13번길 15,032-425-1737,http://place.map.kakao.com/997136500,37.446297388148,126.701829059425,예술회관,1
카페테라피 인천구월점,인천 남동구 문화로115번길 3,032-432-1388,http://place.map.kakao.com/18513479,37.4493473680661,126.699362313582,예술회관,1
도레도레 인천점,인천 남동구 예술로 138,032-455-1100,http://place.map.kakao.com/13122670,37.4461908049963,126.701011303238,예술회관,1
콤비커피로스터스,인천 남동구 인주대로522번길 59-10,,http://place.map.kakao.com/266538049,37.4484915913026,126.695912103028,예술회관,1
스타벅스 인천구월점,인천 남동구 예술로 138,1522-3232,http://place.map.kakao.com/7961935,37.4464758874734,126.701154819748,예술회관,1
도도한고양이,인천 남동구 인하로489번길 28,032-433-8584,http://place.map.kakao.com/13121470,37.4448549288834,126.701495765345,예술회관,1
스타벅스 인천터미널사거리점,인천 남동구 예술로 126,1522-3232,http://place.map.kakao.com/621080001,37.4452457997088,126.700716725997,예술회관,1
투썸플레이스 인천시청점,인천 남동구 미래로 14,032-433-5807,http://place.map.kakao.com/14540310,37.45110122660701,126.70492018076116,예술회관,1
투썸플레이스 인천구월중앙점,인천 남동구 성말로 10,032-431-2271,http://place.map.kakao.com/15200305,37.44504927419178,126.70138763709674,예술회관,1
보드스테이지,인천 남동구 인하로507번길 63,,http://place.map.kakao.com/445749478,37.4461882253489,126.702846566203,예술회관,1
홈즈앤루팡 인천구월점,인천 남동구 성말로 9,032-424-7856,http://place.map.kakao.com/2126117067,37.445914792874355,126.70196166679959,예술회관,1
오늘의디저트,인천 남동구 인주대로604번길 83,010-2128-7902,http://place.map.kakao.com/492945544,37.44598149631543,126.70376500768612,예술회관,1
알비앤피,인천 남동구 문화로133번길 38-6,,http://place.map.kakao.com/747299302,37.451354298056,126.697744934699,예술회관,1
레드버튼 구월점,인천 남동구 인하로489번길 28,032-439-3799,http://place.map.kakao.com/921563886,37.4448476866158,126.701482233379,예술회관,1
커피빈 인천구월동점,인천 남동구 예술로 138,032-421-3418,http://place.map.kakao.com/12119151,37.4462949209002,126.700852677245,예술회관,1
고브리또스,인천 남동구 인주대로 600,032-429-7108,http://place.map.kakao.com/25085650,37.4496819849994,126.703420416695,예술회관,1
타이니디저트,인천 남동구 문화로 99,010-9223-8791,http://place.map.kakao.com/897868719,37.4479521806218,126.699196120387,예술회관,1
버터투버터,인천 남동구 문화로145번길 20-17,,http://place.map.kakao.com/1515794741,37.4528703864296,126.69868140601,예술회관,1
공차 인천구월점,인천 남동구 예술로 126,032-421-1027,http://place.map.kakao.com/1017751783,37.4451308948132,126.700884433433,예술회관,1
주다방,인천 남동구 문화서로28번길 2,,http://place.map.kakao.com/27350889,37.4476095166213,126.696268265466,예술회관,1
메가커피 구월로데오점,인천 남동구 예술로 126,032-422-1373,http://place.map.kakao.com/1806874310,37.4451200484672,126.700870915825,예술회관,1
화이트캐슬 2호점,인천 남동구 성말로 10,032-426-2221,http://place.map.kakao.com/1571295721,37.4451865890434,126.70153060982,예술회관,1
말앤북스,인천 남동구 문화로145번길 7,032-442-2017,http://place.map.kakao.com/1031106539,37.45190818606017,126.69941987478329,예술회관,1
이디야커피 인천예술회관역점,인천 남동구 인주대로 582,032-421-0570,http://place.map.kakao.com/23612075,37.449831270919134,126.70151893767854,예술회관,1
놀숲 인천구월점,인천 남동구 성말로 10,032-423-0418,http://place.map.kakao.com/2146575131,37.4451721958368,126.701539707528,예술회관,1
멍집사,인천 남동구 예술로 206,070-4024-4431,http://place.map.kakao.com/1781761728,37.452420469472216,126.70211216308132,예술회관,1
순이네다락방,인천 남동구 문화로 97,032-425-1515,http://place.map.kakao.com/1807264015,37.4478222753005,126.69913335457,예술회관,1
파스쿠찌 구월로데오점,인천 남동구 인하로489번길 28,032-421-8497,http://place.map.kakao.com/25611317,37.4448549174672,126.701491245144,예술회관,1
메가커피 인천예술회관역점,인천 남동구 예술로192번길 31,032-422-1445,http://place.map.kakao.com/1773114216,37.4512564478163,126.703219813368,예술회관,1
드롭탑 인천예술회관점,인천 남동구 인주대로 590,070-4459-4610,http://place.map.kakao.com/27392475,37.44973628812196,126.70244150530209,예술회관,1
슬로우에디션,인천 남동구 남동대로747번길 51,,http://place.map.kakao.com/1849808860,37.4491365768798,126.70438091686,예술회관,1
이디야커피 인천구월문화점,인천 남동구 문화로 85,032-811-3369,http://place.map.kakao.com/1779011002,37.4467875800362,126.699001887286,예술회관,1
빽다방 인천구월로데오점,인천 남동구 성말로 9,032-815-0410,http://place.map.kakao.com/27094315,37.44564004139349,126.70162712486704,예술회관,1
카페캄,인천 남동구 문화로145번길 35,0507-1341-1836,http://place.map.kakao.com/424904829,37.4520284317222,126.697814552952,예술회관,1
카페라비타 구월점,인천 남동구 문화로115번길 2,070-4408-5959,http://place.map.kakao.com/27214890,37.4495383113697,126.699334426268,예술회관,1
카페머그,인천 남동구 예술로 126,1800-8136,http://place.map.kakao.com/989222828,37.4451812365315,126.700839030358,예술회관,1
아마스빈 인천구월로데오점,인천 남동구 예술로 138,032-446-3111,http://place.map.kakao.com/258945378,37.44630386465933,126.70118262599479,예술회관,1
버니커피&도넛,인천 남동구 남동대로765번길 25,,http://place.map.kakao.com/2050769427,37.4506041105935,126.706102008264,예술회관,1
들꽃,인천 남동구 인하로489번길 28,032-424-4490,http://place.map.kakao.com/13311221,37.4448476866158,126.701482233379,예술회관,1
컴포즈커피 구월로데오점,인천 남동구 성말로13번길 15,,http://place.map.kakao.com/663191518,37.44641568153915,126.7015754508899,예술회관,1
투썸플레이스 인천CGV점,인천 남동구 예술로 198,032-428-2388,http://place.map.kakao.com/12118834,37.451930655873774,126.70188807192312,예술회관,1
테리토리,인천 미추홀구 경원대로628번길 5,0507-1312-4232,http://place.map.kakao.com/249783614,37.439697127980935,126.69498268662721,인천터미널,1
카페썸모어 구월점,인천 남동구 인하로521번길 21,,http://place.map.kakao.com/1154551613,37.4441121562714,126.70458827434635,인천터미널,1
라헬의부엌 구월점,인천 남동구 인하로511번길 10-17,032-425-0827,http://place.map.kakao.com/880755744,37.4437450696123,126.704438291542,인천터미널,1
휘게101,인천 남동구 인하로511번길 10-5,,http://place.map.kakao.com/1416142537,37.443754104891,126.703728587642,인천터미널,1
댓커피,인천 남동구 인하로511번길 10-7,,http://place.map.kakao.com/1531132981,37.4437544673776,126.703873231993,인천터미널,1
디저트39 인천구월점,인천 남동구 문화로 59,032-428-3939,http://place.map.kakao.com/494925036,37.4443179823151,126.698677284928,인천터미널,1
스타벅스 구월로데오점,인천 남동구 인하로 497-22,1522-3232,http://place.map.kakao.com/7961650,37.4441935357625,126.702189984583,인천터미널,1
도도한고양이,인천 남동구 인하로489번길 28,032-433-8584,http://place.map.kakao.com/13121470,37.4448549288834,126.701495765345,인천터미널,1
큐브이스케이프 인천점,인천 남동구 인하로507번길 21,032-423-0222,http://place.map.kakao.com/27564986,37.4441445246855,126.702764244741,인천터미널,1
둠이스케이프 2호점,인천 남동구 인하로507번길 18,032-422-1737,http://place.map.kakao.com/1321479252,37.4440052063118,126.703257497191,인천터미널,1
스타벅스 인천터미널사거리점,인천 남동구 예술로 126,1522-3232,http://place.map.kakao.com/621080001,37.4452457997088,126.700716725997,인천터미널,1
투썸플레이스 인천구월중앙점,인천 남동구 성말로 10,032-431-2271,http://place.map.kakao.com/15200305,37.44504927419178,126.70138763709674,인천터미널,1
화이트캐슬,인천 남동구 인하로 497-23,032-425-2221,http://place.map.kakao.com/27289170,37.4445275460307,126.701727597559,인천터미널,1
도레도레 인천점,인천 남동구 예술로 138,032-455-1100,http://place.map.kakao.com/13122670,37.4461908049963,126.701011303238,인천터미널,1
유월의서,인천 남동구 인하로521번길 10-4,070-8881-0627,http://place.map.kakao.com/841496951,37.443466207264315,126.70497954797995,인천터미널,1
레드버튼 구월점,인천 남동구 인하로489번길 28,032-439-3799,http://place.map.kakao.com/921563886,37.4448476866158,126.701482233379,인천터미널,1
코드케이 인천구월점,인천 남동구 인하로 497-15,032-421-1768,http://place.map.kakao.com/1475074228,37.4442390997788,126.701679020305,인천터미널,1
79파운야드 구월로데오점,인천 남동구 인하로521번길 12,032-422-4536,http://place.map.kakao.com/1689721011,37.4436992905059,126.704867888469,인천터미널,1
설빙 인천구월2호점,인천 남동구 인하로 497-24,032-426-7289,http://place.map.kakao.com/26644236,37.44449085232746,126.70218315586516,인천터미널,1
할리스 인천구월로데오점,인천 남동구 인하로 497-24,032-421-0399,http://place.map.kakao.com/25811403,37.4444998082482,126.702161649297,인천터미널,1
공차 인천구월점,인천 남동구 예술로 126,032-421-1027,http://place.map.kakao.com/1017751783,37.4451308948132,126.700884433433,인천터미널,1
UR,인천 남동구 인하로511번길 10-3,070-8806-7890,http://place.map.kakao.com/1391249523,37.4437428508395,126.703552345,인천터미널,1
메가커피 구월로데오점,인천 남동구 예술로 126,032-422-1373,http://place.map.kakao.com/1806874310,37.4451200484672,126.700870915825,인천터미널,1
홈즈앤루팡 인천구월점,인천 남동구 성말로 9,032-424-7856,http://place.map.kakao.com/2126117067,37.445914792874355,126.70196166679959,인천터미널,1
이스케이프탑 인천점,인천 남동구 인하로507번길 9,010-4432-3018,http://place.map.kakao.com/94802742,37.443949441933,126.702579688583,인천터미널,1
화이트캐슬 2호점,인천 남동구 성말로 10,032-426-2221,http://place.map.kakao.com/1571295721,37.4451865890434,126.70153060982,인천터미널,1
망원동티라미수 인천구월점,인천 남동구 인하로511번길 34,032-719-7860,http://place.map.kakao.com/312980410,37.4447955845371,126.703692839273,인천터미널,1
커피빈 인천구월동점,인천 남동구 예술로 138,032-421-3418,http://place.map.kakao.com/12119151,37.4462949209002,126.700852677245,인천터미널,1
이디야커피 구월로데오점,인천 남동구 인하로 497-28,032-424-7171,http://place.map.kakao.com/18657173,37.4446455843603,126.702802944684,인천터미널,1
파스쿠찌 구월로데오점,인천 남동구 인하로489번길 28,032-421-8497,http://place.map.kakao.com/25611317,37.4448549174672,126.701491245144,인천터미널,1
놀숲 인천구월점,인천 남동구 성말로 10,032-423-0418,http://place.map.kakao.com/2146575131,37.4451721958368,126.701539707528,인천터미널,1
코코몽키즈랜드 인천점,인천 남동구 인하로 485,032-430-5915,http://place.map.kakao.com/26621555,37.444147480820966,126.70072223086966,인천터미널,1
시원카페,인천 남동구 인하로511번길 10-12,010-2807-2845,http://place.map.kakao.com/505009355,37.4435350303077,126.704036822835,인천터미널,1
카페어반트리스,인천 남동구 인하로 513-1,,http://place.map.kakao.com/1040325221,37.4433325942449,126.703793531817,인천터미널,1
엔제리너스 롯데백인천터미널점,인천 미추홀구 연남로 35,032-242-2053,http://place.map.kakao.com/1781249317,37.4423660831506,126.701396040274,인천터미널,1
몽당케이크,인천 남동구 인하로511번길 10-8,032-429-1101,http://place.map.kakao.com/1883441836,37.4434803247038,126.703779388957,인천터미널,1
카페인사주타로,인천 남동구 문화서로4번길 61-4,032-822-4359,http://place.map.kakao.com/602147283,37.4446310584267,126.69849069984,인천터미널,1
들꽃,인천 남동구 인하로489번길 28,032-424-4490,http://place.map.kakao.com/13311221,37.4448476866158,126.701482233379,인천터미널,1
카페머그,인천 남동구 예술로 126,1800-8136,http://place.map.kakao.com/989222828,37.4451812365315,126.700839030358,인천터미널,1
빽다방 인천구월로데오점,인천 남동구 성말로 9,032-815-0410,http://place.map.kakao.com/27094315,37.44564004139349,126.70162712486704,인천터미널,1
크리스탈라운지 구월동점,인천 남동구 인하로507번길 14,,http://place.map.kakao.com/2144018136,37.4438007865277,126.703301246247,인천터미널,1
카페백사,인천 남동구 인하로 523,,http://place.map.kakao.com/2068787048,37.4432774631741,126.704806263192,인천터미널,1
카페아공,인천 남동구 인하로507번길 42,,http://place.map.kakao.com/193024091,37.4451551804939,126.703370482342,인천터미널,1
쿠잇,인천 남동구 성말로32번길 31,032-422-0526,http://place.map.kakao.com/525843331,37.4438019647576,126.704130695261,인천터미널,1
촛불,인천 남동구 인하로489번길 28,032-429-7869,http://place.map.kakao.com/16884158,37.4448549174672,126.701491245144,인천터미널,1
어텀,인천 연수구 경원대로483번길 6,,http://place.map.kakao.com/790750263,37.4275441765793,126.698459815288,선학,1
제이안,인천 연수구 학나래로118번길 37,070-4647-0022,http://place.map.kakao.com/1128664886,37.426622235424,126.698379908625,선학,1
메가커피 선학역점,인천 연수구 학나래로46번길 22,032-812-0214,http://place.map.kakao.com/1455663278,37.4252609857648,126.697745921248,선학,1
커피인뉴욕 선학역점,인천 연수구 학나래로118번길 29,,http://place.map.kakao.com/21526281,37.4270079461867,126.69840999546659,선학,1
몽몽드,인천 연수구 학나래로6번길 58,,http://place.map.kakao.com/801360770,37.4255468809969,126.698205718643,선학,1
이디야커피 인천선학역점,인천 연수구 학나래로118번길 45,032-813-8363,http://place.map.kakao.com/22651136,37.4263546773407,126.698396798948,선학,1
커피한스,인천 연수구 학나래로29번길 26,032-818-1985,http://place.map.kakao.com/26911883,37.4237647159153,126.69611154695,선학,1
빽다방 인천선학역점,인천 연수구 학나래로118번길 47,,http://place.map.kakao.com/2088369255,37.4261813845715,126.698279996892,선학,1
작은정원,인천 연수구 경원대로467번길 31,032-819-2242,http://place.map.kakao.com/14712880,37.4261019076424,126.696798044982,선학,1
커피에반하다 인천선학점,인천 연수구 학나래로118번길 40,032-812-5234,http://place.map.kakao.com/969186731,37.42656640596799,126.698040066827,선학,1
부자커피,인천 연수구 학나래로6번길 14,032-245-0066,http://place.map.kakao.com/218962700,37.4236165372108,126.69739090105,선학,1
앤커피,인천 연수구 학나래로6번길 19,,http://place.map.kakao.com/221550228,37.424034717134,126.697398369067,선학,1
"탐, 커피",인천 연수구 선학로68번길 3,0507-1397-7759,http://place.map.kakao.com/1210740563,37.4237312454023,126.701362732429,선학,1
카페D플라워,인천 연수구 학나래로46번길 19,032-814-1933,http://place.map.kakao.com/413033337,37.4254349490472,126.697772336395,선학,1
알콩 인천뉴서울선학점,인천 연수구 선학로 101,010-2391-2039,http://place.map.kakao.com/1590263735,37.4256698290903,126.699427639696,선학,1
블럭팡팡,인천 연수구 선학로68번길 4,032-811-5326,http://place.map.kakao.com/478515423,37.4234860463151,126.70131399768,선학,1
모여라7080,인천 연수구 학나래로 120,,http://place.map.kakao.com/10338062,37.4285065532554,126.698496628694,선학,1
비씨팔백 선학점,인천 연수구 선학로 90,070-7326-0506,http://place.map.kakao.com/18603333,37.4254472389869,126.701545718226,선학,1
도코빈,인천 연수구 학나래로6번길 3,,http://place.map.kakao.com/1771285665,37.4239756518882,126.696851808905,선학,1
디자인,인천 연수구 학나래로 88,032-811-2355,http://place.map.kakao.com/19532669,37.4270545384429,126.697250639993,선학,1
리틀비틀 연수점,인천 연수구 원인재로 310,,http://place.map.kakao.com/367380645,37.4210343870771,126.693917399651,신연수,1
커피담다,인천 연수구 함박뫼로 250,,http://place.map.kakao.com/1185280311,37.4183318801348,126.692735474859,신연수,1
